image_id,fold,tissue_type,classes_present,instruction,original_index
pannuke_f2_0411,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Locate visible neoplastic, inflammatory and connective soft tissue.",411
pannuke_f2_0412,2,Breast,Neoplastic;Connective_Soft_tissue,Delineate the neoplastic and connective soft tissue tissue.,412
pannuke_f2_0413,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight neoplastic, inflammatory and connective soft tissue cellular characteristics.",413
pannuke_f2_0414,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify visible neoplastic, inflammatory and connective soft tissue tissue.",414
pannuke_f2_0415,2,Breast,Inflammatory;Connective_Soft_tissue,Pay attention to inflammatory and connective soft tissue areas.,415
pannuke_f2_0416,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify all neoplastic, inflammatory and connective soft tissue structures.",416
pannuke_f2_0417,2,Breast,Neoplastic;Connective_Soft_tissue,Create mask for neoplastic and connective soft tissue.,417
pannuke_f2_0418,2,Breast,Connective_Soft_tissue,Segment the connective soft tissue in this tissue sample.,418
pannuke_f2_0419,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify all neoplastic, inflammatory and connective soft tissue structures.",419
pannuke_f2_0420,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Annotate neoplastic, inflammatory and connective soft tissue histological patterns.",420
pannuke_f2_0421,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Trace neoplastic, inflammatory and connective soft tissue margins.",421
pannuke_f2_0422,2,Breast,Inflammatory;Connective_Soft_tissue,Target class: inflammatory and connective soft tissue.,422
pannuke_f2_0423,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue membrane patterns.",423
pannuke_f2_0424,2,Breast,Connective_Soft_tissue,Distinguish visible connective soft tissue.,424
pannuke_f2_0425,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Determine neoplastic, inflammatory and connective soft tissue presence.",425
pannuke_f2_0426,2,Breast,Neoplastic;Connective_Soft_tissue,Identify visible neoplastic and connective soft tissue cells.,426
pannuke_f2_0427,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate all neoplastic, inflammatory and connective soft tissue tissue.",427
pannuke_f2_0428,2,Breast,Neoplastic;Connective_Soft_tissue,Find neoplastic and connective soft tissue in this Breast sample.,428
pannuke_f2_0429,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue areas in this slide.",429
pannuke_f2_0430,2,Breast,Neoplastic;Connective_Soft_tissue,Define neoplastic and connective soft tissue regions.,430
pannuke_f2_0431,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue tissue.",431
pannuke_f2_0432,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue regions.",432
pannuke_f2_0433,2,Breast,Neoplastic;Connective_Soft_tissue,Segment the neoplastic and connective soft tissue with attention to boundary precision.,433
pannuke_f2_0434,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Extract neoplastic, inflammatory and connective soft tissue regions from this image.",434
pannuke_f2_0435,2,Breast,Inflammatory;Connective_Soft_tissue,Provide inflammatory and connective soft tissue segmentation.,435
pannuke_f2_0436,2,Breast,Inflammatory;Connective_Soft_tissue,Segment inflammatory and connective soft tissue tissue.,436
pannuke_f2_0437,2,Breast,Inflammatory;Connective_Soft_tissue,Identify all inflammatory and connective soft tissue areas.,437
pannuke_f2_0438,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment visible neoplastic, inflammatory and connective soft tissue tissue.",438
pannuke_f2_0439,2,Breast,Inflammatory;Connective_Soft_tissue,Draw around inflammatory and connective soft tissue.,439
pannuke_f2_0440,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Create mask for neoplastic, inflammatory and connective soft tissue.",440
pannuke_f2_0441,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Find the neoplastic, inflammatory and connective soft tissue regions.",441
pannuke_f2_0442,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark only neoplastic, inflammatory and connective soft tissue regions.",442
pannuke_f2_0443,2,Breast,Neoplastic;Connective_Soft_tissue,Consider only neoplastic and connective soft tissue areas.,443
pannuke_f2_0444,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Sketch neoplastic, inflammatory and connective soft tissue regions.",444
pannuke_f2_0445,2,Breast,Inflammatory;Connective_Soft_tissue,The sample contains inflammatory and connective soft tissue. Delineate the regions.,445
pannuke_f2_0446,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Partition neoplastic, inflammatory and connective soft tissue areas.",446
pannuke_f2_0447,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Annotate neoplastic, inflammatory and connective soft tissue in Breast microscopy.",447
pannuke_f2_0448,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue for quantitative analysis.",448
pannuke_f2_0449,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Recognize neoplastic, inflammatory and connective soft tissue cells.",449
pannuke_f2_0450,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight visible neoplastic, inflammatory and connective soft tissue regions.",450
pannuke_f2_0451,2,Breast,Neoplastic;Connective_Soft_tissue,Annotate neoplastic and connective soft tissue histological patterns.,451
pannuke_f2_0452,2,Breast,Inflammatory;Connective_Soft_tissue,Segment locations of inflammatory and connective soft tissue.,452
pannuke_f2_0453,2,Breast,Neoplastic;Connective_Soft_tissue,Focus solely on neoplastic and connective soft tissue.,453
pannuke_f2_0454,2,Breast,Neoplastic;Inflammatory,Segment present neoplastic and inflammatory regions.,454
pannuke_f2_0455,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue for diagnostic purposes.",455
pannuke_f2_0456,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Recognize visible neoplastic, inflammatory and connective soft tissue.",456
pannuke_f2_0457,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight all neoplastic, inflammatory and connective soft tissue regions.",457
pannuke_f2_0458,2,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue to enable cell counting.,458
pannuke_f2_0459,2,Breast,Neoplastic;Connective_Soft_tissue,Segment extent of neoplastic and connective soft tissue.,459
pannuke_f2_0460,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Chart neoplastic, inflammatory and connective soft tissue presence.",460
pannuke_f2_0461,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark all neoplastic, inflammatory and connective soft tissue structures.",461
pannuke_f2_0462,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"neoplastic, inflammatory and connective soft tissue is evident. Highlight the areas.",462
pannuke_f2_0463,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue sections.",463
pannuke_f2_0464,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Required: neoplastic, inflammatory and connective soft tissue segmentation.",464
pannuke_f2_0465,2,Breast,Neoplastic;Connective_Soft_tissue,Can you mark neoplastic and connective soft tissue?,465
pannuke_f2_0466,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Map neoplastic, inflammatory and connective soft tissue distribution in Breast.",466
pannuke_f2_0467,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"This section has neoplastic, inflammatory and connective soft tissue. Locate and mark.",467
pannuke_f2_0468,2,Breast,Inflammatory;Connective_Soft_tissue,Identify all inflammatory and connective soft tissue areas.,468
pannuke_f2_0469,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment all neoplastic, inflammatory and connective soft tissue in the field.",469
pannuke_f2_0470,2,Breast,Neoplastic;Connective_Soft_tissue,Highlight neoplastic and connective soft tissue in this Breast slide.,470
pannuke_f2_0471,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment tissue showing neoplastic, inflammatory and connective soft tissue.",471
pannuke_f2_0472,2,Breast,Neoplastic;Inflammatory,Review this Breast slide and identify neoplastic and inflammatory.,472
pannuke_f2_0473,2,Breast,Neoplastic;Connective_Soft_tissue,Label neoplastic and connective soft tissue in this Breast section.,473
pannuke_f2_0474,2,Breast,Neoplastic,Identify neoplastic tissue regions.,474
pannuke_f2_0475,2,Breast,Neoplastic,Pinpoint visible neoplastic.,475
pannuke_f2_0476,2,Breast,Neoplastic,Mark all neoplastic tissue.,476
pannuke_f2_0477,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"In the Breast specimen, label neoplastic, inflammatory and connective soft tissue.",477
pannuke_f2_0478,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the entire neoplastic, inflammatory and connective soft tissue population.",478
pannuke_f2_0479,2,Breast,Neoplastic;Connective_Soft_tissue,Highlight neoplastic and connective soft tissue in this Breast slide.,479
pannuke_f2_0480,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Create segmentation of neoplastic, inflammatory and connective soft tissue.",480
pannuke_f2_0481,2,Breast,Neoplastic;Connective_Soft_tissue,Distinguish all neoplastic and connective soft tissue areas.,481
pannuke_f2_0482,2,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue diagnostic regions.,482
pannuke_f2_0483,2,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue to enable cell counting.,483
pannuke_f2_0484,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment clusters of neoplastic, inflammatory and connective soft tissue.",484
pannuke_f2_0485,2,Breast,Neoplastic;Connective_Soft_tissue,"Within Breast architecture, locate neoplastic and connective soft tissue.",485
pannuke_f2_0486,2,Breast,Inflammatory;Connective_Soft_tissue,Thoroughly segment every instance of inflammatory and connective soft tissue in this microscopy image.,486
pannuke_f2_0487,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify present neoplastic, inflammatory and connective soft tissue cells.",487
pannuke_f2_0488,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Can you identify neoplastic, inflammatory and connective soft tissue?",488
pannuke_f2_0489,2,Breast,Neoplastic;Inflammatory,Map neoplastic and inflammatory locations.,489
pannuke_f2_0490,2,Breast,Neoplastic;Inflammatory,Segment the neoplastic and inflammatory regions.,490
pannuke_f2_0491,2,Breast,Neoplastic,Show me all neoplastic.,491
pannuke_f2_0492,2,Breast,Neoplastic,Detect the neoplastic areas.,492
pannuke_f2_0493,2,Breast,Neoplastic,Delineate the neoplastic tissue.,493
pannuke_f2_0494,2,Breast,Inflammatory;Connective_Soft_tissue,Chart inflammatory and connective soft tissue presence.,494
pannuke_f2_0495,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Outline the neoplastic, inflammatory and connective soft tissue boundaries.",495
pannuke_f2_0496,2,Breast,Neoplastic;Connective_Soft_tissue,Look for neoplastic and connective soft tissue in this slide.,496
pannuke_f2_0497,2,Breast,Inflammatory;Connective_Soft_tissue,Separate inflammatory and connective soft tissue cells.,497
pannuke_f2_0498,2,Breast,Inflammatory;Connective_Soft_tissue,Circle visible inflammatory and connective soft tissue.,498
pannuke_f2_0499,2,Breast,Inflammatory;Connective_Soft_tissue,inflammatory and connective soft tissue appears in this image. Segment all instances.,499
pannuke_f2_0500,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Locate visible neoplastic, inflammatory and connective soft tissue.",500
pannuke_f2_0501,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Chart neoplastic, inflammatory and connective soft tissue distribution.",501
pannuke_f2_0502,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"neoplastic, inflammatory and connective soft tissue is present in this slide. Segment it.",502
pannuke_f2_0503,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate the neoplastic, inflammatory and connective soft tissue tissue.",503
pannuke_f2_0504,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Define neoplastic, inflammatory and connective soft tissue boundaries.",504
pannuke_f2_0505,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in relation to stroma.",505
pannuke_f2_0506,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Within Breast tissue, annotate neoplastic, inflammatory and connective soft tissue.",506
pannuke_f2_0507,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment regions with neoplastic, inflammatory and connective soft tissue.",507
pannuke_f2_0508,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Spot the neoplastic, inflammatory and connective soft tissue regions.",508
pannuke_f2_0509,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Create an accurate segmentation of neoplastic, inflammatory and connective soft tissue areas.",509
pannuke_f2_0510,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark all neoplastic, inflammatory and connective soft tissue tissue.",510
pannuke_f2_0511,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment present neoplastic, inflammatory and connective soft tissue tissue.",511
pannuke_f2_0512,2,Breast,Neoplastic,Identify all neoplastic areas.,512
pannuke_f2_0513,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Detect all neoplastic, inflammatory and connective soft tissue cells.",513
pannuke_f2_0514,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue phenotypic features.",514
pannuke_f2_0515,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"In the Breast specimen, label neoplastic, inflammatory and connective soft tissue.",515
pannuke_f2_0516,2,Breast,Inflammatory;Connective_Soft_tissue,inflammatory and connective soft tissue is evident. Highlight the areas.,516
pannuke_f2_0517,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"What regions contain neoplastic, inflammatory and connective soft tissue?",517
pannuke_f2_0518,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Look for neoplastic, inflammatory and connective soft tissue in this slide.",518
pannuke_f2_0519,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Which regions show neoplastic, inflammatory and connective soft tissue?",519
pannuke_f2_0520,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight present neoplastic, inflammatory and connective soft tissue tissue.",520
pannuke_f2_0521,2,Breast,Inflammatory;Connective_Soft_tissue,Identify all inflammatory and connective soft tissue structures.,521
pannuke_f2_0522,2,Breast,Inflammatory;Connective_Soft_tissue,Label inflammatory and connective soft tissue cells.,522
pannuke_f2_0523,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Note inflammatory, connective soft tissue and epithelial presence in Breast tissue.",523
pannuke_f2_0524,2,Breast,Epithelial,Segment epithelial in the tissue matrix.,524
pannuke_f2_0525,2,Breast,Inflammatory;Epithelial,Highlight present inflammatory and epithelial structures.,525
pannuke_f2_0526,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Across the Breast section, segment inflammatory, connective soft tissue and epithelial.",526
pannuke_f2_0527,2,Breast,Connective_Soft_tissue;Epithelial,Segment connective soft tissue and epithelial cellular composition.,527
pannuke_f2_0528,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Highlight all inflammatory, connective soft tissue and epithelial cells.",528
pannuke_f2_0529,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Label visible inflammatory, connective soft tissue and epithelial.",529
pannuke_f2_0530,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark all inflammatory, connective soft tissue and epithelial areas.",530
pannuke_f2_0531,2,Breast,Epithelial,Mark epithelial ensuring complete coverage of affected areas.,531
pannuke_f2_0532,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment the inflammatory, connective soft tissue and epithelial histological features.",532
pannuke_f2_0533,2,Breast,Neoplastic,Delineate all neoplastic areas.,533
pannuke_f2_0534,2,Breast,Neoplastic,Thoroughly segment every instance of neoplastic in this microscopy image.,534
pannuke_f2_0535,2,Breast,Neoplastic;Connective_Soft_tissue,Delineate visible neoplastic and connective soft tissue regions.,535
pannuke_f2_0536,2,Breast,Neoplastic;Inflammatory,Mark neoplastic and inflammatory structures in Breast.,536
pannuke_f2_0537,2,Breast,Neoplastic;Inflammatory,Circle neoplastic and inflammatory cells.,537
pannuke_f2_0538,2,Breast,Inflammatory;Connective_Soft_tissue,Segment inflammatory and connective soft tissue cellular composition.,538
pannuke_f2_0539,2,Breast,Neoplastic,Define neoplastic boundaries.,539
pannuke_f2_0540,2,Breast,Neoplastic;Connective_Soft_tissue,Create mask for neoplastic and connective soft tissue.,540
pannuke_f2_0541,2,Breast,Neoplastic;Inflammatory,Highlight visible neoplastic and inflammatory tissue.,541
pannuke_f2_0542,2,Breast,Connective_Soft_tissue,Mark present connective soft tissue cells.,542
pannuke_f2_0543,2,Breast,Neoplastic,"Given this Breast sample, mark neoplastic regions.",543
pannuke_f2_0544,2,Breast,,,544
pannuke_f2_0545,2,Breast,Connective_Soft_tissue,Highlight connective soft tissue in this Breast slide.,545
pannuke_f2_0546,2,Breast,Neoplastic,Identify the neoplastic microenvironment.,546
pannuke_f2_0547,2,Breast,Neoplastic,Output neoplastic regions.,547
pannuke_f2_0548,2,Breast,Connective_Soft_tissue,Identify connective soft tissue in this histology section.,548
pannuke_f2_0549,2,Breast,Neoplastic,Recognize all neoplastic areas.,549
pannuke_f2_0550,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Output neoplastic, inflammatory and connective soft tissue regions.",550
pannuke_f2_0551,2,Breast,Neoplastic,Delineate present neoplastic cells.,551
pannuke_f2_0552,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue regions.",552
pannuke_f2_0553,2,Breast,Neoplastic;Connective_Soft_tissue,Mark present neoplastic and connective soft tissue tissue.,553
pannuke_f2_0554,2,Breast,Neoplastic;Connective_Soft_tissue,What regions contain neoplastic and connective soft tissue?,554
pannuke_f2_0555,2,Breast,Neoplastic;Connective_Soft_tissue,Indicate the neoplastic and connective soft tissue regions.,555
pannuke_f2_0556,2,Breast,Neoplastic;Connective_Soft_tissue,Identify neoplastic and connective soft tissue tissue regions.,556
pannuke_f2_0557,2,Breast,Neoplastic,Identify all neoplastic tissue.,557
pannuke_f2_0558,2,Breast,Neoplastic,"In this Breast tissue, segment neoplastic.",558
pannuke_f2_0559,2,Breast,Neoplastic;Inflammatory,Discern visible neoplastic and inflammatory.,559
pannuke_f2_0560,2,Breast,Neoplastic;Connective_Soft_tissue,neoplastic and connective soft tissue is evident. Highlight the areas.,560
pannuke_f2_0561,2,Breast,Neoplastic;Connective_Soft_tissue,Highlight present neoplastic and connective soft tissue regions.,561
pannuke_f2_0562,2,Breast,Connective_Soft_tissue,Extract connective soft tissue regions from this image.,562
pannuke_f2_0563,2,Breast,Neoplastic;Connective_Soft_tissue,Pinpoint the neoplastic and connective soft tissue regions.,563
pannuke_f2_0564,2,Breast,Neoplastic;Connective_Soft_tissue,Mark visible neoplastic and connective soft tissue.,564
pannuke_f2_0565,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue histological features.",565
pannuke_f2_0566,2,Breast,Inflammatory;Connective_Soft_tissue,Please highlight inflammatory and connective soft tissue.,566
pannuke_f2_0567,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Generate neoplastic, inflammatory and connective soft tissue segmentation.",567
pannuke_f2_0568,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark all neoplastic, inflammatory and connective soft tissue areas.",568
pannuke_f2_0569,2,Breast,Connective_Soft_tissue;Epithelial,This Breast slide shows connective soft tissue and epithelial. Segment it.,569
pannuke_f2_0570,2,Breast,Inflammatory;Epithelial,"Within the Breast, identify inflammatory and epithelial.",570
pannuke_f2_0571,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Plot inflammatory, connective soft tissue and epithelial locations.",571
pannuke_f2_0572,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Locate the inflammatory, connective soft tissue and epithelial regions.",572
pannuke_f2_0573,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Can you find inflammatory, connective soft tissue and epithelial?",573
pannuke_f2_0574,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Detect all inflammatory, connective soft tissue and epithelial cells.",574
pannuke_f2_0575,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Find visible neoplastic, inflammatory and connective soft tissue.",575
pannuke_f2_0576,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify only neoplastic, inflammatory and connective soft tissue cells.",576
pannuke_f2_0577,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark present neoplastic, inflammatory and connective soft tissue areas.",577
pannuke_f2_0578,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Label the neoplastic, inflammatory and connective soft tissue tissue.",578
pannuke_f2_0579,2,Breast,Inflammatory;Connective_Soft_tissue,Delineate the inflammatory and connective soft tissue regions.,579
pannuke_f2_0580,2,Breast,Neoplastic;Inflammatory,Segment the neoplastic and inflammatory portions.,580
pannuke_f2_0581,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue portions.",581
pannuke_f2_0582,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Thoroughly segment every instance of neoplastic, inflammatory and connective soft tissue in this microscopy image.",582
pannuke_f2_0583,2,Breast,Neoplastic;Inflammatory,Segment neoplastic and inflammatory diagnostic regions.,583
pannuke_f2_0584,2,Breast,Neoplastic;Inflammatory,Segment neoplastic and inflammatory patterns in Breast.,584
pannuke_f2_0585,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue for quantitative analysis.",585
pannuke_f2_0586,2,Breast,Neoplastic;Inflammatory,Identify the neoplastic and inflammatory microenvironment.,586
pannuke_f2_0587,2,Breast,Inflammatory;Connective_Soft_tissue,Detect inflammatory and connective soft tissue in Breast histology.,587
pannuke_f2_0588,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate the neoplastic, inflammatory and connective soft tissue tissue.",588
pannuke_f2_0589,2,Breast,Inflammatory;Connective_Soft_tissue,Isolate inflammatory and connective soft tissue from background.,589
pannuke_f2_0590,2,Breast,Inflammatory;Connective_Soft_tissue,Indicate all inflammatory and connective soft tissue cells.,590
pannuke_f2_0591,2,Breast,Inflammatory;Connective_Soft_tissue,Segment inflammatory and connective soft tissue for pathological assessment.,591
pannuke_f2_0592,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify present neoplastic, inflammatory and connective soft tissue cells.",592
pannuke_f2_0593,2,Breast,Inflammatory;Connective_Soft_tissue,Segment present inflammatory and connective soft tissue structures.,593
pannuke_f2_0594,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Outline neoplastic, inflammatory and connective soft tissue areas.",594
pannuke_f2_0595,2,Breast,Inflammatory;Connective_Soft_tissue,Segment inflammatory and connective soft tissue in this histology image.,595
pannuke_f2_0596,2,Breast,Inflammatory;Connective_Soft_tissue,Identify the inflammatory and connective soft tissue structures.,596
pannuke_f2_0597,2,Breast,Inflammatory;Connective_Soft_tissue,Draw inflammatory and connective soft tissue outlines.,597
pannuke_f2_0598,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Annotate visible neoplastic, inflammatory and connective soft tissue.",598
pannuke_f2_0599,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Detect all neoplastic, inflammatory and connective soft tissue cells.",599
pannuke_f2_0600,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Find the neoplastic, inflammatory and connective soft tissue regions.",600
pannuke_f2_0601,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Show me where neoplastic, inflammatory and connective soft tissue is.",601
pannuke_f2_0602,2,Breast,Inflammatory;Connective_Soft_tissue,Pinpoint the inflammatory and connective soft tissue regions.,602
pannuke_f2_0603,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate the neoplastic, inflammatory and connective soft tissue regions.",603
pannuke_f2_0604,2,Breast,Inflammatory;Connective_Soft_tissue,Create segmentation of inflammatory and connective soft tissue.,604
pannuke_f2_0605,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Locate visible neoplastic, inflammatory and connective soft tissue.",605
pannuke_f2_0606,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment visible neoplastic, inflammatory and connective soft tissue structures.",606
pannuke_f2_0607,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in the tumor stroma.",607
pannuke_f2_0608,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Define neoplastic, inflammatory and connective soft tissue boundaries.",608
pannuke_f2_0609,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue regions in the Breast.",609
pannuke_f2_0610,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segmentation target: neoplastic, inflammatory and connective soft tissue.",610
pannuke_f2_0611,2,Breast,Inflammatory;Connective_Soft_tissue,Mark the inflammatory and connective soft tissue tissue compartment.,611
pannuke_f2_0612,2,Breast,Neoplastic;Connective_Soft_tissue,"In Breast histology, delineate neoplastic and connective soft tissue.",612
pannuke_f2_0613,2,Breast,Neoplastic,Draw around neoplastic.,613
pannuke_f2_0614,2,Breast,Neoplastic,Map neoplastic distribution in Breast.,614
pannuke_f2_0615,2,Breast,Neoplastic,Distinguish the neoplastic regions.,615
pannuke_f2_0616,2,Breast,Neoplastic;Connective_Soft_tissue,Carefully segment all neoplastic and connective soft tissue regions visible in this histopathology image.,616
pannuke_f2_0617,2,Breast,Neoplastic,Segment all neoplastic areas.,617
pannuke_f2_0618,2,Breast,Connective_Soft_tissue;Epithelial,Goal: mark all connective soft tissue and epithelial cells.,618
pannuke_f2_0619,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Label inflammatory, connective soft tissue and epithelial in this Breast section.",619
pannuke_f2_0620,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Identify inflammatory, connective soft tissue and epithelial for diagnostic purposes.",620
pannuke_f2_0621,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Identify the inflammatory, connective soft tissue and epithelial areas.",621
pannuke_f2_0622,2,Breast,Connective_Soft_tissue;Epithelial,"For this Breast sample, mark connective soft tissue and epithelial.",622
pannuke_f2_0623,2,Breast,Connective_Soft_tissue;Epithelial,Mark all connective soft tissue and epithelial tissue.,623
pannuke_f2_0624,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Isolate inflammatory, connective soft tissue and epithelial cells.",624
pannuke_f2_0625,2,Breast,Connective_Soft_tissue;Epithelial,Identify visible connective soft tissue and epithelial structures.,625
pannuke_f2_0626,2,Breast,Neoplastic,Mark all neoplastic areas.,626
pannuke_f2_0627,2,Breast,Neoplastic,Outline the neoplastic boundaries.,627
pannuke_f2_0628,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate the neoplastic, inflammatory and connective soft tissue regions.",628
pannuke_f2_0629,2,Breast,Neoplastic;Inflammatory,Highlight present neoplastic and inflammatory areas.,629
